,X,y
2931,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0d97374c0e9e15ac0092b1bdbb9161a5_3.png,default.mask.png
2932,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/12362143f7e114beeb9d22dc59450f5a_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/12362143f7e114beeb9d22dc59450f5a_5.mask.png
2933,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/55774d613ff0e35e640172a35fdd6c96_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/55774d613ff0e35e640172a35fdd6c96_2.mask.png
2934,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a0942fb0a31b0f782d5d67a92e6f782c_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a0942fb0a31b0f782d5d67a92e6f782c_0.mask.png
2935,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/91c79965316355431c3c8fed22a115ae_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/91c79965316355431c3c8fed22a115ae_2.mask.png
2936,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6d6355672fc6bb1c3e812f8db2b45ca0_1.png,default.mask.png
2937,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c890621aeaafe9b0e353f29a7d93391d_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c890621aeaafe9b0e353f29a7d93391d_0.mask.png
2938,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/998214a64e378c93d9c7ae6c502aa160_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/998214a64e378c93d9c7ae6c502aa160_3.mask.png
2939,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d86c77402f58687283542ae735f327f8_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d86c77402f58687283542ae735f327f8_2.mask.png
2940,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b835388bf7843d20544c6de90d11c51c_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b835388bf7843d20544c6de90d11c51c_2.mask.png
2941,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6d0d1c17629c3ba479e015a15255b7fa_3.png,default.mask.png
2942,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3f730117c58c8e112a7b33f1331e9ef0_1.png,default.mask.png
2943,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5a0349a68b5762578fad2ae8cd39d9f2_0.png,default.mask.png
2944,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1d8ce4e2c38d5802f756fe1a295bafa7_0.png,default.mask.png
2945,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d64f0d1c4c3e893b1d0f3aa5b9967830_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d64f0d1c4c3e893b1d0f3aa5b9967830_7.mask.png
2946,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ce5cd74980494117a495a305ed5fe95b_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ce5cd74980494117a495a305ed5fe95b_7.mask.png
2947,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4a1aa0cab7646c49d647bd8e4d975190_3.png,default.mask.png
2948,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2f4576f590a7f29416ddc348ba30b232_3.png,default.mask.png
2949,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/871d73986285b6092cc16cfe7ab4b7ed_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/871d73986285b6092cc16cfe7ab4b7ed_6.mask.png
2950,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5eb824e2876f2de1b176d29852e9d2de_0.png,default.mask.png
2951,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/86186107aac2418722572c5632f01ade_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/86186107aac2418722572c5632f01ade_3.mask.png
2952,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0e73727abe5eef1591b5828648e70287_0.png,default.mask.png
2953,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ce571df8dd7ac27523b2cca4cbc32194_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ce571df8dd7ac27523b2cca4cbc32194_2.mask.png
2954,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2e5c14b7e5532c2f1a067c6327d79714_0.png,default.mask.png
2955,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4b7b8a34f7e2c6f5208db509e602c364_1.png,default.mask.png
2956,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/0830004e471e511458600f0763ce19f3_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/0830004e471e511458600f0763ce19f3_3.mask.png
2957,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2ce3d81e1782d472878b8a79515b3e01_3.png,default.mask.png
2958,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d6691d2689957ed83dcdfe315f29e2e9_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d6691d2689957ed83dcdfe315f29e2e9_6.mask.png
2959,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d6f1c10e0059e0ac468537ceac0f22e1_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d6f1c10e0059e0ac468537ceac0f22e1_2.mask.png
2960,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d12f8acae725c66b00c31c3c96978e18_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d12f8acae725c66b00c31c3c96978e18_1.mask.png
2961,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4ec45a6cecd8a24a5ec3310ce19b2d73_0.png,default.mask.png
2962,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4d8ce2c467a287c0a5f0d3509ac55ef3_3.png,default.mask.png
2963,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/62181550c772f3277ca96e0516b45d9b_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/62181550c772f3277ca96e0516b45d9b_7.mask.png
2964,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cb905e8bb50be791b394e69b45bfd8da_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cb905e8bb50be791b394e69b45bfd8da_6.mask.png
2965,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/2744a9427d865323a62eff7fdfbb9ed5_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/2744a9427d865323a62eff7fdfbb9ed5_3.mask.png
2966,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/02efa34b5034a41fb487ef38f07c321c_1.png,default.mask.png
2967,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4bc6326fedd3e7cea3abf418c225d5df_0.png,default.mask.png
2968,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/caa67ad39a42b14c19c572ccc5fd2243_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/caa67ad39a42b14c19c572ccc5fd2243_5.mask.png
2969,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d6933d2484b99d63cab5532c478f82bc_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d6933d2484b99d63cab5532c478f82bc_7.mask.png
2970,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6df8a6148b4108db8f81fdbeb2fba35f_3.png,default.mask.png
2971,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ad858c2668b85ebaaed311e1fe56b01d_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ad858c2668b85ebaaed311e1fe56b01d_7.mask.png
2972,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a0942fb0a31b0f782d5d67a92e6f782c_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a0942fb0a31b0f782d5d67a92e6f782c_1.mask.png
2973,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4de1b83e6183b9253aa82f5dfd214811_1.png,default.mask.png
2974,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3c50dcf1847612d830b15384e28a6b20_3.png,default.mask.png
2975,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0b26efae81c3d92960e5f646bce16bfe_1.png,default.mask.png
2976,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4f4c566cd60100ad7f224875dbc24f2f_3.png,default.mask.png
2977,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6fffae46ed62fc0371172acd03bf005f_3.png,default.mask.png
2978,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c7442bb2aefb0ce9062694a697f5c4aa_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c7442bb2aefb0ce9062694a697f5c4aa_2.mask.png
2979,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cd23dec47118e009aa9ae014362be38f_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cd23dec47118e009aa9ae014362be38f_0.mask.png
2980,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a8801babe463c8f0e32c2b338bb2acb8_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a8801babe463c8f0e32c2b338bb2acb8_5.mask.png
2981,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/237db9303fe590d8104510e36dfaa4a7_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/237db9303fe590d8104510e36dfaa4a7_3.mask.png
2982,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cb5dece724ab947f6a615c7fe1f8c380_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cb5dece724ab947f6a615c7fe1f8c380_6.mask.png
2983,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5ec18997239cecdb947fea58d77c7bf5_3.png,default.mask.png
2984,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6d1a4081b063504792374d75ea12e708_3.png,default.mask.png
2985,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3d2f6161fc278d5087b6fc7072abdfb5_0.png,default.mask.png
2986,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b3c8de573cfb53d7c52fa628021c49dc_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b3c8de573cfb53d7c52fa628021c49dc_0.mask.png
2987,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bab047baca23807e4a97b048a56c1edd_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bab047baca23807e4a97b048a56c1edd_3.mask.png
2988,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0dd5caa765877a0a19abc8fff9c97404_1.png,default.mask.png
2989,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bd102f5038b9c07483b7e76eb614de0a_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bd102f5038b9c07483b7e76eb614de0a_7.mask.png
2990,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3b6a7bf424704ee9c15dad0184decadc_3.png,default.mask.png
2991,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2e5c14b7e5532c2f1a067c6327d79714_3.png,default.mask.png
2992,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bcbc7bef972e1b0ad0ebf8d4781aba31_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bcbc7bef972e1b0ad0ebf8d4781aba31_5.mask.png
2993,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2a266405a42a46ffa0e4c538cfb0a1d4_3.png,default.mask.png
2994,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bb187a066f29895b69dc38298ffd72f5_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bb187a066f29895b69dc38298ffd72f5_3.mask.png
2995,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a0942fb0a31b0f782d5d67a92e6f782c_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a0942fb0a31b0f782d5d67a92e6f782c_2.mask.png
2996,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/be07c00a9019c724132920b410951478_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/be07c00a9019c724132920b410951478_0.mask.png
2997,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a515850ab263cc40693e86481e0b3462_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a515850ab263cc40693e86481e0b3462_0.mask.png
2998,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0ad15fb810f4cf428742462824236158_3.png,default.mask.png
2999,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3d59e440f98589f50b89320e9541b602_1.png,default.mask.png
3000,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4b27ce4bea6a576d928932f005e954cb_3.png,default.mask.png
3001,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c1e51c1b53a96730b28df479028e1793_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c1e51c1b53a96730b28df479028e1793_7.mask.png
3002,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3fb1caecdb65c2ec062fd4e18381c8b0_3.png,default.mask.png
3003,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a190948fddf9545c431efaebddee915d_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a190948fddf9545c431efaebddee915d_5.mask.png
3004,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/00fbcae4d05aeab62ab917e587b911f9_0.png,default.mask.png
3005,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/93644a457afc64b27a692c1ecd9df773_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/93644a457afc64b27a692c1ecd9df773_7.mask.png
3006,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b957bf062b8006317f24bdba5dd0abfe_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b957bf062b8006317f24bdba5dd0abfe_7.mask.png
3007,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/04b9dd7d5e3d24e0bca41ff9173626f1_3.png,default.mask.png
3008,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3ebf544460233efb7f4250a4893a63aa_3.png,default.mask.png
3009,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/91c79965316355431c3c8fed22a115ae_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/91c79965316355431c3c8fed22a115ae_1.mask.png
3010,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c69b802e0fee0c78988bd1878a4a66be_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c69b802e0fee0c78988bd1878a4a66be_2.mask.png
3011,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1fcc8711337c90f6c3dcfd1a07ed8a13_3.png,default.mask.png
3012,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5f8773d53c554fe07339670103e0ba5a_1.png,default.mask.png
3013,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d3389a52075cb3af01ee0b164c75019d_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d3389a52075cb3af01ee0b164c75019d_6.mask.png
3014,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1fcfb6d3bdb1480278151dba2f4af47d_1.png,default.mask.png
3015,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c7442bb2aefb0ce9062694a697f5c4aa_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c7442bb2aefb0ce9062694a697f5c4aa_3.mask.png
3016,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/be3c9e989860de924073c3b60aae71bd_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/be3c9e989860de924073c3b60aae71bd_5.mask.png
3017,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3d9ec059b5844e8324f117107fb89f89_0.png,default.mask.png
3018,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c4a8492e6d60e15a32a52b5ebee00f65_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c4a8492e6d60e15a32a52b5ebee00f65_2.mask.png
3019,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d87fb93838434f8a1d668c0ed1bd8824_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d87fb93838434f8a1d668c0ed1bd8824_3.mask.png
3020,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2f31e8acc4ad6860604f2cb75376d567_0.png,default.mask.png
3021,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1ce68ade5b63313772521845e1ed6ce3_3.png,default.mask.png
3022,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5aced0ab3e06a9428cf54767cd5b8df6_3.png,default.mask.png
3023,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2f25be916adb858935b4363da07e7750_1.png,default.mask.png
3024,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4e539c5364ed8d6f241800f20d3d4fa3_1.png,default.mask.png
3025,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5fb090a35bfa08776c41e854d6d274ca_1.png,default.mask.png
3026,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3f29dc37305f413b37827fbcee97ba4f_1.png,default.mask.png
3027,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c4a8492e6d60e15a32a52b5ebee00f65_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c4a8492e6d60e15a32a52b5ebee00f65_5.mask.png
3028,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6a6a958aed7cf8ebe19a744023665008_0.png,default.mask.png
3029,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4ca89f58934be1b2aa95f32c5b30c7e3_1.png,default.mask.png
3030,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/7359205ed162a1f63a4537be468f9a71_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/7359205ed162a1f63a4537be468f9a71_7.mask.png
3031,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cfb77b3822d05b280d51e8259f0c2ff4_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cfb77b3822d05b280d51e8259f0c2ff4_5.mask.png
3032,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/01aa04db92eb2617ebfe69ffe32b1bdd_3.png,default.mask.png
3033,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5ab02a69fd1a14ae0a7801e27c2d9b5a_3.png,default.mask.png
3034,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/966360f61a4e1d058f71002b43136b60_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/966360f61a4e1d058f71002b43136b60_1.mask.png
3035,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c9df6c726d44834138a89684b2454dbb_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c9df6c726d44834138a89684b2454dbb_0.mask.png
3036,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/eded2f92d413246c29001c448dbddd1b_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/eded2f92d413246c29001c448dbddd1b_1.mask.png
3037,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3ca4aee2ea8d503a7caa309a9e7ee8a8_0.png,default.mask.png
3038,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/86186107aac2418722572c5632f01ade_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/86186107aac2418722572c5632f01ade_1.mask.png
3039,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4e4037950d2b340f91b1ce62917ad628_1.png,default.mask.png
